legendary,baby,mythical,name,name_ja,num,gen,primary_type,secondary_type
true,false,false,Cresselia,クレセリア,488,4,psychic,undefined
false,false,true,Phione,フィオネ,489,4,water,undefined
false,false,true,Manaphy,マナフィ,490,4,water,undefined
false,false,true,Darkrai,ダークライ,491,4,dark,undefined
false,false,true,Shaymin,シェイミ,492,4,grass,undefined
false,false,true,Arceus,アルセウス,493,4,normal,undefined
false,false,true,Victini,ビクティニ,494,5,psychic,fire
false,false,false,Snivy,ツタージャ,495,5,grass,undefined
false,false,false,Servine,ジャノビー,496,5,grass,undefined
false,false,false,Serperior,ジャローダ,497,5,grass,undefined
false,false,false,Tepig,ポカブ,498,5,fire,undefined
false,false,false,Pignite,チャオブー,499,5,fire,fighting
false,false,false,Emboar,エンブオー,500,5,fire,fighting
false,false,false,Oshawott,ミジュマル,501,5,water,undefined
false,false,false,Dewott,フタチマル,502,5,water,undefined
false,false,false,Samurott,ダイケンキ,503,5,water,undefined
false,false,false,Patrat,ミネズミ,504,5,normal,undefined
false,false,false,Watchog,ミルホロウ,505,5,normal,undefined
false,false,false,Lillipup,ヨーテリー,506,5,normal,undefined
false,false,false,Herdier,ハーデリア,507,5,normal,undefined
false,false,false,Stoutland,ムーランド,508,5,normal,undefined
false,false,false,Purrloin,チョロネコ,509,5,dark,undefined
false,false,false,Liepard,レパルダス,510,5,dark,undefined
false,false,false,Pansage,ヤナップ,511,5,grass,undefined
false,false,false,Simisage,ヤナッキー,512,5,grass,undefined
false,false,false,Pansear,バオップ,513,5,fire,undefined
false,false,false,Simisear,バオッキー,514,5,fire,undefined
false,false,false,Panpour,ヒヤップ,515,5,water,undefined
false,false,false,Simipour,ヒヤッキー,516,5,water,undefined
false,false,false,Munna,ムンナ,517,5,psychic,undefined
false,false,false,Musharna,ムシャーナ,518,5,psychic,undefined
false,false,false,Pidove,マメパト,519,5,normal,flying
false,false,false,Tranquill,ハトーボー,520,5,normal,flying
false,false,false,Unfezant,ケンホロウ,521,5,normal,flying
false,false,false,Blitzle,シママ,522,5,electric,undefined
false,false,false,Zebstrika,ゼブライカ,523,5,electric,undefined
false,false,false,Roggenrola,ダンゴロ,524,5,rock,undefined
false,false,false,Boldore,ガントル,525,5,rock,undefined
false,false,false,Gigalith,ギガイアス,526,5,rock,undefined
false,false,false,Woobat,コロモリ,527,5,psychic,flying
false,false,false,Swoobat,ココロモリ,528,5,psychic,flying
false,false,false,Drilbur,モグリュー,529,5,ground,undefined
false,false,false,Excadrill,ドリュウズ,530,5,ground,steel
false,false,false,Audino,タブンネ,531,5,normal,undefined
false,false,false,Timburr,ドッコラー,532,5,fighting,undefined
false,false,false,Gurdurr,ドテッコツ,533,5,fighting,undefined
false,false,false,Conkeldurr,ローブシン,534,5,fighting,undefined
false,false,false,Tympole,オタマロ,535,5,water,undefined
false,false,false,Palpitoad,ガマガル,536,5,water,ground
false,false,false,Seismitoad,ガマゲロゲ,537,5,water,ground
false,false,false,Throh,ナゲキ,538,5,fighting,undefined
false,false,false,Sawk,ダゲキ,539,5,fighting,undefined
false,false,false,Sewaddle,クルミル,540,5,bug,grass
false,false,false,Swadloon,クルマユ,541,5,bug,grass
false,false,false,Leavanny,ハハコモリ,542,5,bug,grass
false,false,false,Venipede,フシデ,543,5,bug,poison
false,false,false,Whirlipede,ホイーガ,544,5,bug,poison
false,false,false,Scolipede,ペンドラー,545,5,bug,poison
false,false,false,Cottonee,モンメン,546,5,grass,fairy
false,false,false,Whimsicott,エルフーン,547,5,grass,fairy
false,false,false,Petilil,チュリネ,548,5,grass,undefined
false,false,false,Lilligant,ドレディア,549,5,grass,undefined
false,false,false,Basculin,バスラオ,550,5,water,undefined
false,false,false,Sandile,メグロコ,551,5,ground,dark
false,false,false,Krokorok,ワルビル,552,5,ground,dark
false,false,false,Krookodile,ワルビアル,553,5,ground,dark
false,false,false,Darumaka,ダルマッカ,554,5,fire,undefined
false,false,false,Darmanitan,ヒヒダルマ,555,5,fire,undefined
false,false,false,Maractus,マラカッチ,556,5,grass,undefined
false,false,false,Dwebble,イシズマイ,557,5,bug,rock
false,false,false,Crustle,イワパレス,558,5,bug,rock
false,false,false,Scraggy,ズルッグ,559,5,dark,fighting
false,false,false,Scrafty,ズルズキン,560,5,dark,fighting
false,false,false,Sigilyph,シンボラー,561,5,psychic,flying
false,false,false,Yamask,デスマス,562,5,ghost,undefined
false,false,false,Cofagrigus,デスカーン,563,5,ghost,undefined
false,false,false,Tirtouga,プロトーガ,564,5,water,rock
false,false,false,Carracosta,アバゴーラ,565,5,water,rock
false,false,false,Archen,アーケン,566,5,rock,flying
false,false,false,Archeops,アーケオス,567,5,rock,flying
false,false,false,Trubbish,ヤブクロン,568,5,poison,undefined
false,false,false,Garbodor,ダストダス,569,5,poison,undefined
false,false,false,Zorua,ゾロア,570,5,dark,undefined
false,false,false,Zoroark,ゾロアーク,571,5,dark,undefined
false,false,false,Minccino,チラーミィ,572,5,normal,undefined
false,false,false,Cinccino,チラチーノ,573,5,normal,undefined
false,false,false,Gothita,ゴチム,574,5,psychic,undefined
false,false,false,Gothorita,ゴチミル,575,5,psychic,undefined
false,false,false,Gothitelle,ゴチルゼル,576,5,psychic,undefined
false,false,false,Solosis,ユニラン,577,5,psychic,undefined
false,false,false,Duosion,ダブラン,578,5,psychic,undefined
false,false,false,Reuniclus,ランクルス,579,5,psychic,undefined
false,false,false,Ducklett,コアルヒー,580,5,water,flying
false,false,false,Swanna,スワンナ,581,5,water,flying
false,false,false,Vanillite,バニプッチ,582,5,ice,undefined
false,false,false,Vanillish,バニリッチ,583,5,ice,undefined
false,false,false,Vanilluxe,バイバニラ,584,5,ice,undefined
false,false,false,Deerling,シキジカ,585,5,normal,grass
false,false,false,Sawsbuck,メブキジカ,586,5,normal,grass
false,false,false,Emolga,エモンガ,587,5,electric,flying
false,false,false,Karrablast,カブルモ,588,5,bug,undefined
false,false,false,Escavalier,シュバルゴ,589,5,bug,steel
false,false,false,Foongus,タマゲタケ,590,5,grass,poison
false,false,false,Amoonguss,モロバレル,591,5,grass,poison
false,false,false,Frillish,プルリル,592,5,water,ghost
false,false,false,Jellicent,ブルンゲル,593,5,water,ghost
false,false,false,Alomomola,ママンボウ,594,5,water,undefined
false,false,false,Joltik,バチュル,595,5,bug,electric
false,false,false,Galvantula,デンチュラ,596,5,bug,electric
false,false,false,Ferroseed,テッシード,597,5,grass,steel
false,false,false,Ferrothorn,ナットレイ,598,5,grass,steel
false,false,false,Klink,ギアル,599,5,steel,undefined
false,false,false,Klang,ギギアル,600,5,steel,undefined
false,false,false,Klinklang,ギギギアル,601,5,steel,undefined
false,false,false,Tynamo,シビシラス,602,5,electric,undefined
false,false,false,Eelektrik,シビビール,603,5,electric,undefined
false,false,false,Eelektross,シビルドン,604,5,electric,undefined
false,false,false,Elgyem,リグレー,605,5,psychic,undefined
false,false,false,Beheeyem,オーベム,606,5,psychic,undefined
false,false,false,Litwick,ヒトモシ,607,5,ghost,fire
false,false,false,Lampent,ランプラー,608,5,ghost,fire
false,false,false,Chandelure,シャンデラ,609,5,ghost,fire
false,false,false,Axew,キバゴ,610,5,dragon,undefined
false,false,false,Fraxure,オノンド,611,5,dragon,undefined
false,false,false,Haxorus,オノノクス,612,5,dragon,undefined
false,false,false,Cubchoo,クマシュン,613,5,ice,undefined
false,false,false,Beartic,ツンベアー,614,5,ice,undefined
false,false,false,Cryogonal,フリージオ,615,5,ice,undefined
false,false,false,Shelmet,チョボマキ,616,5,bug,undefined
false,false,false,Accelgor,アギルダー,617,5,bug,undefined
false,false,false,Stunfisk,マッギョ,618,5,ground,electric
false,false,false,Mienfoo,コジョフー,619,5,fighting,undefined
false,false,false,Mienshao,コジョンド,620,5,fighting,undefined
false,false,false,Druddigon,クリムガン,621,5,dragon,undefined
false,false,false,Golett,ゴビット,622,5,ground,ghost
false,false,false,Golurk,ゴルーグ,623,5,ground,ghost
false,false,false,Pawniard,コマタナ,624,5,dark,steel
false,false,false,Bisharp,キリキザン,625,5,dark,steel
false,false,false,Bouffalant,バッフロン,626,5,normal,undefined
false,false,false,Rufflet,ワシボン,627,5,normal,flying
false,false,false,Braviary,ウォーグル,628,5,normal,flying
false,false,false,Vullaby,バルチャイ,629,5,dark,flying
false,false,false,Mandibuzz,バルジーナ,630,5,dark,flying
false,false,false,Heatmor,クイタラン,631,5,fire,undefined
false,false,false,Durant,アイアント,632,5,bug,steel
false,false,false,Deino,モノズ,633,5,dark,dragon
false,false,false,Zweilous,ジヘッド,634,5,dark,dragon
false,false,false,Hydreigon,サザンドラ,635,5,dark,dragon
false,false,false,Larvesta,メラルバ,636,5,bug,fire
false,false,false,Volcarona,ウルガモス,637,5,bug,fire
true,false,false,Cobalion,コバルオン,638,5,steel,fighting
true,false,false,Terrakion,テラキオン,639,5,rock,fighting
true,false,false,Virizion,ビリジオン,640,5,grass,fighting
true,false,false,Tornadus,トルネロス,641,5,flying,undefined
true,false,false,Thundurus,ボルトロス,642,5,electric,flying
true,false,false,Reshiram,レシラム,643,5,dragon,fire
true,false,false,Zekrom,ゼクロム,644,5,dragon,electric
true,false,false,Landorus,ランドロス,645,5,ground,flying
true,false,false,Kyurem,キュレム,646,5,dragon,ice
false,false,true,Keldeo,ケルディオ,647,5,water,fighting
false,false,true,Meloetta,メロエッタ,648,5,normal,psychic
false,false,true,Genesect,ゲノセクト,649,5,bug,steel
false,false,false,Chespin,ハリマロン,650,6,grass,undefined
false,false,false,Quilladin,ハリボーグ,651,6,grass,undefined
false,false,false,Chesnaught,ブリガロン,652,6,grass,fighting
false,false,false,Fennekin,フォッコ,653,6,fire,undefined
false,false,false,Braixen,テールナー,654,6,fire,undefined
false,false,false,Delphox,マフォクシー,655,6,fire,psychic
false,false,false,Froakie,ケロマツ,656,6,water,undefined
false,false,false,Frogadier,ゲコガシラ,657,6,water,undefined
false,false,false,Greninja,ゲッコウガ,658,6,water,dark
false,false,false,Bunnelby,ホルビー,659,6,normal,undefined
false,false,false,Diggersby,ホルード,660,6,normal,ground
false,false,false,Fletchling,ヤヤコマ,661,6,normal,flying
false,false,false,Fletchinder,ヒノヤコマ,662,6,fire,flying
false,false,false,Talonflame,ファイアロー,663,6,fire,flying
false,false,false,Scatterbug,コフキムシ,664,6,bug,undefined
false,false,false,Spewpa,コフーライ,665,6,bug,undefined
false,false,false,Vivillon,ビビヨン,666,6,bug,flying
false,false,false,Litleo,シシコ,667,6,fire,normal
false,false,false,Pyroar,カエンジシ,668,6,fire,normal
false,false,false,Flabébé,フラベベ,669,6,fairy,undefined
false,false,false,Floette,フラエッテ,670,6,fairy,undefined
false,false,false,Florges,フラージェス,671,6,fairy,undefined
false,false,false,Skiddo,メェークル,672,6,grass,undefined
false,false,false,Gogoat,ゴーゴート,673,6,grass,undefined
false,false,false,Pancham,ヤンチャム,674,6,fighting,undefined
false,false,false,Pangoro,ゴロンダ,675,6,fighting,dark
false,false,false,Furfrou,トリミアン,676,6,normal,undefined
false,false,false,Espurr,ニャスパー,677,6,psychic,undefined
false,false,false,Meowstic,ニャオニクス,678,6,psychic,undefined
false,false,false,Honedge,ヒトツキ,679,6,steel,ghost
false,false,false,Doublade,ニダンギル,680,6,steel,ghost
false,false,false,Aegislash,ギルガルド,681,6,steel,ghost
false,false,false,Spritzee,シュシュプ,682,6,fairy,undefined
false,false,false,Aromatisse,フレフワン,683,6,fairy,undefined
false,false,false,Swirlix,ペロッパフ,684,6,fairy,undefined
false,false,false,Slurpuff,ペロリーム,685,6,fairy,undefined
false,false,false,Inkay,マーイーカ,686,6,dark,psychic
false,false,false,Malamar,カラマネロ,687,6,dark,psychic
false,false,false,Binacle,カメテテ,688,6,rock,water
false,false,false,Barbaracle,ガメノデス,689,6,rock,water
false,false,false,Skrelp,クズモー,690,6,poison,water
false,false,false,Dragalge,ドラミドロ,691,6,poison,dragon
false,false,false,Clauncher,ウデッポウ,692,6,water,undefined
false,false,false,Clawitzer,ブロスター,693,6,water,undefined
false,false,false,Helioptile,エリキテル,694,6,electric,normal
false,false,false,Heliolisk,エレザード,695,6,electric,normal
false,false,false,Tyrunt,チゴラス,696,6,rock,dragon
false,false,false,Tyrantrum,ガチゴラス,697,6,rock,dragon
false,false,false,Amaura,アマルス,698,6,rock,ice
false,false,false,Aurorus,アマルルガ,699,6,rock,ice
false,false,false,Sylveon,ニンフィア,700,6,fairy,undefined
false,false,false,Hawlucha,ルチャブル,701,6,fighting,flying
false,false,false,Dedenne,デデンネ,702,6,electric,fairy
false,false,false,Carbink,メレシー,703,6,rock,fairy
false,false,false,Goomy,ヌメラ,704,6,dragon,undefined
false,false,false,Sliggoo,ヌメイル,705,6,dragon,undefined
false,false,false,Goodra,ヌメルゴン,706,6,dragon,undefined
false,false,false,Klefki,クレッフィ,707,6,steel,fairy
false,false,false,Phantump,ボクレー,708,6,ghost,grass
false,false,false,Trevenant,オーロット,709,6,ghost,grass
false,false,false,Pumpkaboo,バケッチャ,710,6,ghost,grass
false,false,false,Gourgeist,パンプジン,711,6,ghost,grass
false,false,false,Bergmite,カチコール,712,6,ice,undefined
false,false,false,Avalugg,クレベース,713,6,ice,undefined
false,false,false,Noibat,オンバット,714,6,flying,dragon
false,false,false,Noivern,オンバーン,715,6,flying,dragon
true,false,false,Xerneas,ゼルネアス,716,6,fairy,undefined
true,false,false,Yveltal,イベルタル,717,6,dark,flying
true,false,false,Zygarde,ジガルデ,718,6,dragon,ground
false,false,true,Diancie,ディアンシー,719,6,rock,fairy
false,false,true,Hoopa,フーパ,720,6,psychic,ghost
false,false,true,Volcanion,ボルケニオン,721,6,fire,water
false,false,false,Rowlet,モクロー,722,7,grass,flying
false,false,false,Dartrix,フクスロー,723,7,grass,flying
false,false,false,Decidueye,ジュナイパー,724,7,grass,ghost
false,false,false,Litten,ニャビー,725,7,fire,undefined
false,false,false,Torracat,ニャヒート,726,7,fire,undefined
false,false,false,Incineroar,ガオガエン,727,7,fire,dark
false,false,false,Popplio,アシマリ,728,7,water,undefined
false,false,false,Brionne,オシャマリ,729,7,water,undefined
false,false,false,Primarina,アシレーヌ,730,7,water,fairy
false,false,false,Pikipek,ツツケラ,731,7,normal,flying
false,false,false,Trumbeak,ケララッパ,732,7,normal,flying
false,false,false,Toucannon,ドデカバシ,733,7,normal,flying
false,false,false,Yungoos,ヤングース,734,7,normal,undefined
false,false,false,Gumshoos,デカグース,735,7,normal,undefined
false,false,false,Grubbin,アゴジムシ,736,7,bug,undefined
false,false,false,Charjabug,デンヂムシ,737,7,bug,electric
false,false,false,Vikavolt,クワガノン,738,7,bug,electric
false,false,false,Crabrawler,マケンカニ,739,7,fighting,undefined
false,false,false,Crabominable,ケケンカニ,740,7,fighting,ice
false,false,false,Oricorio,オドリドリ,741,7,fire,flying
false,false,false,Cutiefly,アブリー,742,7,bug,fairy
false,false,false,Ribombee,アブリボン,743,7,bug,fairy
false,false,false,Rockruff,イワンコ,744,7,rock,undefined
false,false,false,Lycanroc,ルガルガン,745,7,rock,undefined
false,false,false,Wishiwashi,ヨワシ,746,7,water,undefined
false,false,false,Mareanie,ヒドイデ,747,7,poison,water
false,false,false,Toxapex,ドヒドイデ,748,7,poison,water
false,false,false,Mudbray,ドロバンコ,749,7,ground,undefined
false,false,false,Mudsdale,バンバドロ,750,7,ground,undefined
false,false,false,Dewpider,シズクモ,751,7,water,bug
false,false,false,Araquanid,オニシズクモ,752,7,water,bug
false,false,false,Fomantis,カリキリ,753,7,grass,undefined
false,false,false,Lurantis,ラランテス,754,7,grass,undefined
false,false,false,Morelull,ネマシュ,755,7,grass,fairy
false,false,false,Shiinotic,マシェード,756,7,grass,fairy
false,false,false,Salandit,ヤトウモリ,757,7,poison,fire
false,false,false,Salazzle,エンニュート,758,7,poison,fire
false,false,false,Stufful,ヌイコグマ,759,7,normal,fighting
false,false,false,Bewear,キテルグマ,760,7,normal,fighting
false,false,false,Bounsweet,アマカジ,761,7,grass,undefined
false,false,false,Steenee,アママイコ,762,7,grass,undefined
false,false,false,Tsareena,アマージョ,763,7,grass,undefined
false,false,false,Comfey,キュワワー,764,7,fairy,undefined
false,false,false,Oranguru,ヤレユータン,765,7,normal,psychic
false,false,false,Passimian,ナゲツケサル,766,7,fighting,undefined
false,false,false,Wimpod,コソクムシ,767,7,bug,water
false,false,false,Golisopod,グソクムシャ,768,7,bug,water
false,false,false,Sandygast,スナバァ,769,7,ghost,ground
false,false,false,Palossand,シロデスナ,770,7,ghost,ground
false,false,false,Pyukumuku,ナマコブシ,771,7,water,undefined
true,false,false,Type: Null,タイプ：ヌル,772,7,normal,undefined
true,false,false,Silvally,シルヴァディ,773,7,normal,undefined
false,false,false,Minior,メテノ,774,7,rock,flying
false,false,false,Komala,ネッコアラ,775,7,normal,undefined
false,false,false,Turtonator,バクガメス,776,7,fire,dragon
false,false,false,Togedemaru,トゲデマル,777,7,electric,steel
false,false,false,Mimikyu,ミミッキュ,778,7,ghost,fairy
false,false,false,Bruxish,ハギギシリ,779,7,water,psychic
false,false,false,Drampa,ジジーロン,780,7,normal,dragon
false,false,false,Dhelmise,ダダリン,781,7,ghost,grass
false,false,false,Jangmo-o,ジャラコ,782,7,dragon,undefined
false,false,false,Hakamo-o,ジャランゴ,783,7,dragon,fighting
false,false,false,Kommo-o,ジャラランガ,784,7,dragon,fighting
true,false,false,Tapu Koko,カプ・コケコ,785,7,electric,fairy
true,false,false,Tapu Lele,カプ・テテフ,786,7,psychic,fairy
true,false,false,Tapu Bulu,カプ・ブルル,787,7,grass,fairy
true,false,false,Tapu Fini,カプ・レヒレ,788,7,water,fairy
true,false,false,Cosmog,コスモッグ,789,7,psychic,undefined
true,false,false,Cosmoem,コスモウム,790,7,psychic,undefined
true,false,false,Solgaleo,ソルガレオ,791,7,psychic,steel
true,false,false,Lunala,ルナアーラ,792,7,psychic,ghost
false,false,false,Nihilego,ウツロイド,793,7,rock,poison
false,false,false,Buzzwole,マッシブーン,794,7,bug,fighting
false,false,false,Pheromosa,フェローチェ,795,7,bug,fighting
false,false,false,Xurkitree,デンジュモク,796,7,electric,undefined
false,false,false,Celesteela,テッカグヤ,797,7,steel,flying
false,false,false,Kartana,カミツルギ,798,7,grass,steel
false,false,false,Guzzlord,アクジキング,799,7,dark,dragon
true,false,false,Necrozma,ネクロズマ,800,7,psychic,undefined
false,false,true,Magearna,マギアナ,801,7,steel,fairy
false,false,true,Marshadow,マーシャドー,802,7,fighting,ghost
false,false,false,Poipole,ベベノム,803,7,poison,undefined
false,false,false,Naganadel,アーゴヨン,804,7,poison,dragon
false,false,false,Stakataka,ツンデツンデ,805,7,rock,steel
false,false,false,Blacephalon,ズガドーン,806,7,fire,ghost
false,false,true,Zeraora,ゼラオラ,807,7,electric,undefined
false,false,true,Meltan,メルタン,808,7,steel,undefined
false,false,true,Melmetal,メルメタル,809,7,steel,undefined
false,false,false,Grookey,サルノリ,810,8,grass,undefined
false,false,false,Thwackey,バチンキー,811,8,grass,undefined
false,false,false,Rillaboom,ゴリランダー,812,8,grass,undefined
false,false,false,Scorbunny,ヒバニー,813,8,fire,undefined
false,false,false,Raboot,ラビフット,814,8,fire,undefined
false,false,false,Cinderace,エースバーン,815,8,fire,undefined
false,false,false,Sobble,メッソン,816,8,water,undefined
false,false,false,Drizzile,ジメレオン,817,8,water,undefined
false,false,false,Inteleon,インテレオン,818,8,water,undefined
false,false,false,Skwovet,ホシガリス,819,8,normal,undefined
false,false,false,Greedent,ヨクバリス,820,8,normal,undefined
false,false,false,Rookidee,ココガラ,821,8,flying,undefined
false,false,false,Corvisquire,アオガラス,822,8,flying,undefined
false,false,false,Corviknight,アーマーガア,823,8,flying,steel
false,false,false,Blipbug,サッチムシ,824,8,bug,undefined
false,false,false,Dottler,レドームシ,825,8,bug,psychic
false,false,false,Orbeetle,イオルブ,826,8,bug,psychic
false,false,false,Nickit,クスネ,827,8,dark,undefined
false,false,false,Thievul,フォクスライ,828,8,dark,undefined
false,false,false,Gossifleur,ヒメンカ,829,8,grass,undefined
false,false,false,Eldegoss,ワタシラガ,830,8,grass,undefined
false,false,false,Wooloo,ウールー,831,8,normal,undefined
false,false,false,Dubwool,バイウールー,832,8,normal,undefined
false,false,false,Chewtle,カムカメ,833,8,water,undefined
false,false,false,Drednaw,カジリガメ,834,8,water,rock
false,false,false,Yamper,ワンパチ,835,8,electric,undefined
false,false,false,Boltund,パルスワン,836,8,electric,undefined
false,false,false,Rolycoly,タンドン,837,8,rock,undefined
false,false,false,Carkol,トロッゴン,838,8,rock,fire
false,false,false,Coalossal,セキタンザン,839,8,rock,fire
false,false,false,Applin,カジッチュ,840,8,grass,dragon
false,false,false,Flapple,アップリュー,841,8,grass,dragon
false,false,false,Appletun,タルップル,842,8,grass,dragon
false,false,false,Silicobra,スナヘビ,843,8,ground,undefined
false,false,false,Sandaconda,サダイジャ,844,8,ground,undefined
false,false,false,Cramorant,ウッウ,845,8,flying,water
false,false,false,Arrokuda,サシカマス,846,8,water,undefined
false,false,false,Barraskewda,カマスジョー,847,8,water,undefined
false,true,false,Toxel,エレズン,848,8,electric,poison
false,false,false,Toxtricity,ストリンダー,849,8,electric,poison
false,false,false,Sizzlipede,ヤクデ,850,8,fire,bug
false,false,false,Centiskorch,マルヤクデ,851,8,fire,bug
false,false,false,Clobbopus,タタッコ,852,8,fighting,undefined
false,false,false,Grapploct,オトスパス,853,8,fighting,undefined
false,false,false,Sinistea,ヤバチャ,854,8,ghost,undefined
false,false,false,Polteageist,ポットデス,855,8,ghost,undefined
false,false,false,Hatenna,ミブリム,856,8,psychic,undefined
false,false,false,Hattrem,テブリム,857,8,psychic,undefined
false,false,false,Hatterene,ブリムオン,858,8,psychic,fairy
false,false,false,Impidimp,ベロバー,859,8,dark,fairy
false,false,false,Morgrem,ギモー,860,8,dark,fairy
false,false,false,Grimmsnarl,オーロンゲ,861,8,dark,fairy
false,false,false,Obstagoon,タチフサグマ,862,8,dark,normal
false,false,false,Perrserker,ニャイキング,863,8,steel,undefined
false,false,false,Cursola,サニゴーン,864,8,ghost,undefined
false,false,false,Sirfetch'd,ネギガナイト,865,8,fighting,undefined
false,false,false,Mr. Rime,バリコオル,866,8,ice,psychic
false,false,false,Runerigus,デスバーン,867,8,ground,ghost
false,false,false,Milcery,マホミル,868,8,fairy,undefined
false,false,false,Alcremie,マホイップ,869,8,fairy,undefined
false,false,false,Falinks,タイレーツ,870,8,fighting,undefined
false,false,false,Pincurchin,バチンウニ,871,8,electric,undefined
false,false,false,Snom,ユキハミ,872,8,ice,bug
false,false,false,Frosmoth,モスノウ,873,8,ice,bug
false,false,false,Stonjourner,イシヘンジン,874,8,rock,undefined
false,false,false,Eiscue,コオリッポ,875,8,ice,undefined
false,false,false,Indeedee,イエッサン,876,8,psychic,normal
false,false,false,Morpeko,モルペコ,877,8,electric,dark
false,false,false,Cufant,ゾウドウ,878,8,steel,undefined
false,false,false,Copperajah,ダイオウドウ,879,8,steel,undefined
false,false,false,Dracozolt,パッチラゴン,880,8,electric,dragon
false,false,false,Arctozolt,パッチルドン,881,8,electric,ice
false,false,false,Dracovish,ウオノラゴン,882,8,water,dragon
false,false,false,Arctovish,ウオチルドン,883,8,water,ice
false,false,false,Duraludon,ジュラルドン,884,8,steel,dragon
false,false,false,Dreepy,ドラメシヤ,885,8,dragon,ghost
false,false,false,Drakloak,ドロンチ,886,8,dragon,ghost
false,false,false,Dragapult,ドラパルト,887,8,dragon,ghost
true,false,false,Zacian,ザシアン,888,8,fairy,undefined
true,false,false,Zamazenta,ザマゼンタ,889,8,fighting,undefined
true,false,false,Eternatus,ムゲンダイナ,890,8,poison,dragon
true,false,false,Kubfu,ダクマ,891,8,fighting,undefined
true,false,false,Urshifu,ウーラオス,892,8,fighting,dark
false,false,true,Zarude,ザルード,893,8,dark,grass
true,false,false,Regieleki,レジエレキ,894,8,electric,undefined
true,false,false,Regidrago,レジドラゴ,895,8,dragon,undefined
true,false,false,Glastrier,ブリザポス,896,8,ice,undefined
true,false,false,Spectrier,レイスポス,897,8,ghost,undefined
true,false,false,Calyrex,バドレックス,898,8,psychic,grass
false,false,false,Wyrdeer,アヤシシ,899,8,normal,psychic
false,false,false,Kleavor,バサギリ,900,8,bug,rock
false,false,false,Ursaluna,ガチグマ,901,8,ground,normal
false,false,false,Basculegion,イダイトウ,902,8,water,ghost
false,false,false,Sneasler,オオニューラ,903,8,fighting,poison
false,false,false,Overqwil,ハリーマン,904,8,dark,poison
true,false,false,Enamorus,ラブトロス,905,8,fairy,flying
false,false,false,Sprigatito,ニャオハ,906,9,grass,undefined
false,false,false,Floragato,ニャローテ,907,9,grass,undefined
false,false,false,Meowscarada,マスカーニャ,908,9,grass,dark
false,false,false,Fuecoco,ホゲータ,909,9,fire,undefined
false,false,false,Crocalor,アチゲータ,910,9,fire,undefined
false,false,false,Skeledirge,ラウドボーン,911,9,fire,ghost
false,false,false,Quaxly,クワッス,912,9,water,undefined
false,false,false,Quaxwell,ウェルカモ,913,9,water,undefined
false,false,false,Quaquaval,ウェーニバル,914,9,water,fighting
false,false,false,Lechonk,グルトン,915,9,normal,undefined
false,false,false,Oinkologne,パフュートン,916,9,normal,undefined
false,false,false,Tarountula,タマンチュラ,917,9,bug,undefined
false,false,false,Spidops,ワナイダー,918,9,bug,undefined
false,false,false,Nymble,マメバッタ,919,9,bug,undefined
false,false,false,Lokix,エクスレッグ,920,9,bug,dark
false,false,false,Pawmi,パモ,921,9,electric,undefined
false,false,false,Pawmo,パモット,922,9,electric,fighting
false,false,false,Pawmot,パーモット,923,9,electric,fighting
false,false,false,Tandemaus,ワッカネズミ,924,9,normal,undefined
false,false,false,Maushold,イッカネズミ,925,9,normal,undefined
false,false,false,Fidough,パピモッチ,926,9,fairy,undefined
false,false,false,Dachsbun,バウッツェル,927,9,fairy,undefined
false,false,false,Smoliv,ミニーブ,928,9,grass,normal
false,false,false,Dolliv,オリーニョ,929,9,grass,normal
false,false,false,Arboliva,オリーヴァ,930,9,grass,normal
false,false,false,Squawkabilly,イキリンコ,931,9,normal,flying
false,false,false,Nacli,コジオ,932,9,rock,undefined
false,false,false,Naclstack,ジオヅム,933,9,rock,undefined
false,false,false,Garganacl,キョジオーン,934,9,rock,undefined
false,false,false,Charcadet,カルボウ,935,9,fire,undefined
false,false,false,Armarouge,グレンアルマ,936,9,fire,psychic
false,false,false,Ceruledge,ソウブレイズ,937,9,fire,ghost
false,false,false,Tadbulb,ズピカ,938,9,electric,undefined
false,false,false,Bellibolt,ハラバリー,939,9,electric,undefined
false,false,false,Wattrel,カイデン,940,9,electric,flying
false,false,false,Kilowattrel,タイカイデン,941,9,electric,flying
false,false,false,Maschiff,オラチフ,942,9,dark,undefined
false,false,false,Mabosstiff,マフィティフ,943,9,dark,undefined
false,false,false,Shroodle,シルシュルー,944,9,poison,normal
false,false,false,Grafaiai,タギングル,945,9,poison,normal
false,false,false,Bramblin,アノクサ,946,9,grass,ghost
false,false,false,Brambleghast,アノホラグサ,947,9,grass,ghost
false,false,false,Toedscool,ノノクラゲ,948,9,ground,grass
false,false,false,Toedscruel,リククラゲ,949,9,ground,grass
false,false,false,Klawf,ガケガニ,950,9,rock,undefined
false,false,false,Capsakid,カプサイジ,951,9,grass,undefined
false,false,false,Scovillain,スコヴィラン,952,9,grass,fire
false,false,false,Rellor,シガロコ,953,9,bug,undefined
false,false,false,Rabsca,ベラカス,954,9,bug,psychic
false,false,false,Flittle,ヒラヒナ,955,9,psychic,undefined
false,false,false,Espathra,クエスパトラ,956,9,psychic,undefined
false,false,false,Tinkatink,カヌチャン,957,9,fairy,steel
false,false,false,Tinkatuff,ナカヌチャン,958,9,fairy,steel
false,false,false,Tinkaton,デカヌチャン,959,9,fairy,steel
